dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
17/4/2022,2,1,2,18,casual,105,4.99,1.56,523.95,360.15000000000003
17/4/2022,2,1,2,19,casual,73,4.99,1.56,364.27000000000004,250.39000000000004
17/4/2022,2,1,2,20,casual,44,4.99,1.56,219.56,150.92000000000002
17/4/2022,2,1,2,21,casual,37,4.99,1.56,184.63,126.91
17/4/2022,2,1,2,22,casual,18,4.99,1.56,89.82000000000001,61.74000000000001
17/4/2022,2,1,2,23,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
18/4/2022,2,1,3,0,casual,3,4.99,1.56,14.97,10.290000000000001
18/4/2022,2,1,3,1,casual,1,4.99,1.56,4.99,3.43
18/4/2022,2,1,3,2,casual,1,4.99,1.56,4.99,3.43
18/4/2022,2,1,3,3,casual,0,4.99,1.56,0.0,0.0
18/4/2022,2,1,3,4,casual,0,4.99,1.56,0.0,0.0
18/4/2022,2,1,3,5,casual,0,4.99,1.56,0.0,0.0
18/4/2022,2,1,3,6,casual,6,4.99,1.56,29.94,20.580000000000002
18/4/2022,2,1,3,7,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
18/4/2022,2,1,3,8,casual,25,4.99,1.56,124.75,85.75
18/4/2022,2,1,3,9,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
18/4/2022,2,1,3,10,casual,31,4.99,1.56,154.69,106.33
18/4/2022,2,1,3,11,casual,14,4.99,1.56,69.86,48.019999999999996
18/4/2022,2,1,3,12,casual,15,4.99,1.56,74.85000000000001,51.45
18/4/2022,2,1,3,13,casual,13,4.99,1.56,64.87,44.59
18/4/2022,2,1,3,14,casual,8,4.99,1.56,39.92,27.44
18/4/2022,2,1,3,15,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
18/4/2022,2,1,3,16,casual,36,4.99,1.56,179.64000000000001,123.48000000000002
18/4/2022,2,1,3,17,casual,46,4.99,1.56,229.54000000000002,157.78000000000003
18/4/2022,2,1,3,18,casual,27,4.99,1.56,134.73000000000002,92.61000000000001
18/4/2022,2,1,3,19,casual,26,4.99,1.56,129.74,89.18
18/4/2022,2,1,3,20,casual,8,4.99,1.56,39.92,27.44
18/4/2022,2,1,3,21,casual,24,4.99,1.56,119.76,82.32000000000001
18/4/2022,2,1,3,22,casual,9,4.99,1.56,44.910000000000004,30.870000000000005
18/4/2022,2,1,3,23,casual,14,4.99,1.56,69.86,48.019999999999996
19/4/2022,2,1,4,0,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
19/4/2022,2,1,4,1,casual,2,4.99,1.56,9.98,6.86
19/4/2022,2,1,4,2,casual,2,4.99,1.56,9.98,6.86
19/4/2022,2,1,4,3,casual,1,4.99,1.56,4.99,3.43
19/4/2022,2,1,4,4,casual,0,4.99,1.56,0.0,0.0
19/4/2022,2,1,4,5,casual,0,4.99,1.56,0.0,0.0
19/4/2022,2,1,4,6,casual,4,4.99,1.56,19.96,13.72
19/4/2022,2,1,4,7,casual,15,4.99,1.56,74.85000000000001,51.45
19/4/2022,2,1,4,8,casual,26,4.99,1.56,129.74,89.18
19/4/2022,2,1,4,9,casual,31,4.99,1.56,154.69,106.33
19/4/2022,2,1,4,10,casual,46,4.99,1.56,229.54000000000002,157.78000000000003
19/4/2022,2,1,4,11,casual,46,4.99,1.56,229.54000000000002,157.78000000000003
19/4/2022,2,1,4,12,casual,51,4.99,1.56,254.49,174.93
19/4/2022,2,1,4,13,casual,52,4.99,1.56,259.48,178.36
19/4/2022,2,1,4,14,casual,54,4.99,1.56,269.46000000000004,185.22000000000003
19/4/2022,2,1,4,15,casual,66,4.99,1.56,329.34000000000003,226.38000000000002
19/4/2022,2,1,4,16,casual,63,4.99,1.56,314.37,216.09
19/4/2022,2,1,4,17,casual,85,4.99,1.56,424.15000000000003,291.55000000000007
19/4/2022,2,1,4,18,casual,99,4.99,1.56,494.01000000000005,339.57000000000005
19/4/2022,2,1,4,19,casual,70,4.99,1.56,349.3,240.10000000000002
19/4/2022,2,1,4,20,casual,52,4.99,1.56,259.48,178.36
19/4/2022,2,1,4,21,casual,27,4.99,1.56,134.73000000000002,92.61000000000001
19/4/2022,2,1,4,22,casual,29,4.99,1.56,144.71,99.47
19/4/2022,2,1,4,23,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
20/4/2022,2,1,5,0,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
20/4/2022,2,1,5,1,casual,3,4.99,1.56,14.97,10.290000000000001
20/4/2022,2,1,5,2,casual,3,4.99,1.56,14.97,10.290000000000001
20/4/2022,2,1,5,3,casual,1,4.99,1.56,4.99,3.43
20/4/2022,2,1,5,4,casual,0,4.99,1.56,0.0,0.0
20/4/2022,2,1,5,5,casual,1,4.99,1.56,4.99,3.43
20/4/2022,2,1,5,6,casual,8,4.99,1.56,39.92,27.44
20/4/2022,2,1,5,7,casual,9,4.99,1.56,44.910000000000004,30.870000000000005
20/4/2022,2,1,5,8,casual,32,4.99,1.56,159.68,109.76
20/4/2022,2,1,5,9,casual,30,4.99,1.56,149.70000000000002,102.9
20/4/2022,2,1,5,10,casual,67,4.99,1.56,334.33000000000004,229.81000000000003
20/4/2022,2,1,5,11,casual,64,4.99,1.56,319.36,219.52
20/4/2022,2,1,5,12,casual,102,4.99,1.56,508.98,349.86
20/4/2022,2,1,5,13,casual,105,4.99,1.56,523.95,360.15000000000003
20/4/2022,2,1,5,14,casual,156,4.99,1.56,778.44,535.08
20/4/2022,2,1,5,15,casual,145,4.99,1.56,723.5500000000001,497.35
20/4/2022,2,1,5,16,casual,151,4.99,1.56,753.49,517.9300000000001
20/4/2022,2,1,5,17,casual,122,4.99,1.56,608.78,418.46
20/4/2022,2,1,5,18,casual,110,4.99,1.56,548.9,377.29999999999995
20/4/2022,2,1,5,19,casual,82,4.99,1.56,409.18,281.26
20/4/2022,2,1,5,20,casual,52,4.99,1.56,259.48,178.36
20/4/2022,2,1,5,21,casual,35,4.99,1.56,174.65,120.05000000000001
20/4/2022,2,1,5,22,casual,26,4.99,1.56,129.74,89.18
20/4/2022,2,1,5,23,casual,31,4.99,1.56,154.69,106.33
21/4/2022,2,1,6,0,casual,31,4.99,1.56,154.69,106.33
21/4/2022,2,1,6,1,casual,24,4.99,1.56,119.76,82.32000000000001
21/4/2022,2,1,6,2,casual,12,4.99,1.56,59.88,41.160000000000004
21/4/2022,2,1,6,3,casual,4,4.99,1.56,19.96,13.72
21/4/2022,2,1,6,4,casual,0,4.99,1.56,0.0,0.0
21/4/2022,2,1,6,5,casual,0,4.99,1.56,0.0,0.0
21/4/2022,2,1,6,6,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
21/4/2022,2,1,6,7,casual,21,4.99,1.56,104.79,72.03
21/4/2022,2,1,6,8,casual,52,4.99,1.56,259.48,178.36
21/4/2022,2,1,6,9,casual,115,4.99,1.56,573.85,394.45000000000005
21/4/2022,2,1,6,10,casual,183,4.99,1.56,913.1700000000001,627.69
21/4/2022,2,1,6,11,casual,260,4.99,1.56,1297.4,891.8000000000001
21/4/2022,2,1,6,12,casual,262,4.99,1.56,1307.38,898.6600000000001
21/4/2022,2,1,6,13,casual,291,4.99,1.56,1452.0900000000001,998.1300000000001
21/4/2022,2,1,6,14,casual,278,4.99,1.56,1387.22,953.54
21/4/2022,2,1,6,15,casual,267,4.99,1.56,1332.3300000000002,915.8100000000002
21/4/2022,2,1,6,16,casual,267,4.99,1.56,1332.3300000000002,915.8100000000002
21/4/2022,2,1,6,17,casual,259,4.99,1.56,1292.41,888.3700000000001
21/4/2022,2,1,6,18,casual,133,4.99,1.56,663.6700000000001,456.19000000000005
21/4/2022,2,1,6,19,casual,9,4.99,1.56,44.910000000000004,30.870000000000005
21/4/2022,2,1,6,20,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
21/4/2022,2,1,6,21,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
21/4/2022,2,1,6,22,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
21/4/2022,2,1,6,23,casual,18,4.99,1.56,89.82000000000001,61.74000000000001
22/4/2022,2,1,0,0,casual,32,4.99,1.56,159.68,109.76
22/4/2022,2,1,0,1,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
22/4/2022,2,1,0,2,casual,7,4.99,1.56,34.93,24.009999999999998
22/4/2022,2,1,0,3,casual,7,4.99,1.56,34.93,24.009999999999998
22/4/2022,2,1,0,4,casual,0,4.99,1.56,0.0,0.0
22/4/2022,2,1,0,5,casual,0,4.99,1.56,0.0,0.0
22/4/2022,2,1,0,6,casual,6,4.99,1.56,29.94,20.580000000000002
22/4/2022,2,1,0,7,casual,2,4.99,1.56,9.98,6.86
22/4/2022,2,1,0,8,casual,8,4.99,1.56,39.92,27.44
22/4/2022,2,1,0,9,casual,8,4.99,1.56,39.92,27.44
22/4/2022,2,1,0,10,casual,11,4.99,1.56,54.89,37.730000000000004
22/4/2022,2,1,0,11,casual,7,4.99,1.56,34.93,24.009999999999998
22/4/2022,2,1,0,12,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
22/4/2022,2,1,0,13,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
22/4/2022,2,1,0,14,casual,3,4.99,1.56,14.97,10.290000000000001
22/4/2022,2,1,0,15,casual,0,4.99,1.56,0.0,0.0
22/4/2022,2,1,0,16,casual,4,4.99,1.56,19.96,13.72
22/4/2022,2,1,0,17,casual,2,4.99,1.56,9.98,6.86
22/4/2022,2,1,0,18,casual,1,4.99,1.56,4.99,3.43
22/4/2022,2,1,0,19,casual,1,4.99,1.56,4.99,3.43
22/4/2022,2,1,0,20,casual,1,4.99,1.56,4.99,3.43
22/4/2022,2,1,0,21,casual,0,4.99,1.56,0.0,0.0
22/4/2022,2,1,0,22,casual,0,4.99,1.56,0.0,0.0
22/4/2022,2,1,0,23,casual,0,4.99,1.56,0.0,0.0
23/4/2022,2,1,1,0,casual,0,4.99,1.56,0.0,0.0
23/4/2022,2,1,1,1,casual,1,4.99,1.56,4.99,3.43
23/4/2022,2,1,1,2,casual,1,4.99,1.56,4.99,3.43
23/4/2022,2,1,1,3,casual,0,4.99,1.56,0.0,0.0
23/4/2022,2,1,1,4,casual,0,4.99,1.56,0.0,0.0
23/4/2022,2,1,1,5,casual,0,4.99,1.56,0.0,0.0
23/4/2022,2,1,1,6,casual,2,4.99,1.56,9.98,6.86
23/4/2022,2,1,1,7,casual,1,4.99,1.56,4.99,3.43
23/4/2022,2,1,1,8,casual,11,4.99,1.56,54.89,37.730000000000004
23/4/2022,2,1,1,9,casual,17,4.99,1.56,84.83,58.31
23/4/2022,2,1,1,10,casual,12,4.99,1.56,59.88,41.160000000000004
23/4/2022,2,1,1,11,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
23/4/2022,2,1,1,12,casual,12,4.99,1.56,59.88,41.160000000000004
23/4/2022,2,1,1,13,casual,9,4.99,1.56,44.910000000000004,30.870000000000005
23/4/2022,2,1,1,14,casual,12,4.99,1.56,59.88,41.160000000000004
23/4/2022,2,1,1,15,casual,11,4.99,1.56,54.89,37.730000000000004
23/4/2022,2,1,1,16,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
23/4/2022,2,1,1,17,casual,13,4.99,1.56,64.87,44.59
23/4/2022,2,1,1,18,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
23/4/2022,2,1,1,19,casual,11,4.99,1.56,54.89,37.730000000000004
23/4/2022,2,1,1,20,casual,17,4.99,1.56,84.83,58.31
23/4/2022,2,1,1,21,casual,7,4.99,1.56,34.93,24.009999999999998
23/4/2022,2,1,1,22,casual,18,4.99,1.56,89.82000000000001,61.74000000000001
23/4/2022,2,1,1,23,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
24/4/2022,2,1,2,0,casual,0,4.99,1.56,0.0,0.0
24/4/2022,2,1,2,1,casual,1,4.99,1.56,4.99,3.43
24/4/2022,2,1,2,2,casual,0,4.99,1.56,0.0,0.0
24/4/2022,2,1,2,3,casual,0,4.99,1.56,0.0,0.0
24/4/2022,2,1,2,4,casual,0,4.99,1.56,0.0,0.0
24/4/2022,2,1,2,5,casual,0,4.99,1.56,0.0,0.0
24/4/2022,2,1,2,6,casual,3,4.99,1.56,14.97,10.290000000000001
24/4/2022,2,1,2,7,casual,3,4.99,1.56,14.97,10.290000000000001
24/4/2022,2,1,2,8,casual,12,4.99,1.56,59.88,41.160000000000004
24/4/2022,2,1,2,9,casual,6,4.99,1.56,29.94,20.580000000000002
24/4/2022,2,1,2,10,casual,33,4.99,1.56,164.67000000000002,113.19000000000001
24/4/2022,2,1,2,11,casual,27,4.99,1.56,134.73000000000002,92.61000000000001
24/4/2022,2,1,2,12,casual,36,4.99,1.56,179.64000000000001,123.48000000000002
24/4/2022,2,1,2,13,casual,35,4.99,1.56,174.65,120.05000000000001
24/4/2022,2,1,2,14,casual,50,4.99,1.56,249.5,171.5
24/4/2022,2,1,2,15,casual,60,4.99,1.56,299.40000000000003,205.8
24/4/2022,2,1,2,16,casual,54,4.99,1.56,269.46000000000004,185.22000000000003
24/4/2022,2,1,2,17,casual,72,4.99,1.56,359.28000000000003,246.96000000000004
24/4/2022,2,1,2,18,casual,52,4.99,1.56,259.48,178.36
24/4/2022,2,1,2,19,casual,33,4.99,1.56,164.67000000000002,113.19000000000001
24/4/2022,2,1,2,20,casual,16,4.99,1.56,79.84,54.88
24/4/2022,2,1,2,21,casual,13,4.99,1.56,64.87,44.59
24/4/2022,2,1,2,22,casual,8,4.99,1.56,39.92,27.44
24/4/2022,2,1,2,23,casual,4,4.99,1.56,19.96,13.72
25/4/2022,2,1,3,0,casual,13,4.99,1.56,64.87,44.59
25/4/2022,2,1,3,1,casual,8,4.99,1.56,39.92,27.44
25/4/2022,2,1,3,2,casual,1,4.99,1.56,4.99,3.43
25/4/2022,2,1,3,3,casual,0,4.99,1.56,0.0,0.0
25/4/2022,2,1,3,4,casual,0,4.99,1.56,0.0,0.0
25/4/2022,2,1,3,5,casual,0,4.99,1.56,0.0,0.0
25/4/2022,2,1,3,6,casual,3,4.99,1.56,14.97,10.290000000000001
25/4/2022,2,1,3,7,casual,13,4.99,1.56,64.87,44.59
25/4/2022,2,1,3,8,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
25/4/2022,2,1,3,9,casual,33,4.99,1.56,164.67000000000002,113.19000000000001
25/4/2022,2,1,3,10,casual,44,4.99,1.56,219.56,150.92000000000002
25/4/2022,2,1,3,11,casual,42,4.99,1.56,209.58,144.06
25/4/2022,2,1,3,12,casual,49,4.99,1.56,244.51000000000002,168.07000000000002
25/4/2022,2,1,3,13,casual,35,4.99,1.56,174.65,120.05000000000001
25/4/2022,2,1,3,14,casual,47,4.99,1.56,234.53,161.20999999999998
25/4/2022,2,1,3,15,casual,47,4.99,1.56,234.53,161.20999999999998
25/4/2022,2,1,3,16,casual,49,4.99,1.56,244.51000000000002,168.07000000000002
25/4/2022,2,1,3,17,casual,68,4.99,1.56,339.32,233.24
25/4/2022,2,1,3,18,casual,60,4.99,1.56,299.40000000000003,205.8
25/4/2022,2,1,3,19,casual,42,4.99,1.56,209.58,144.06
25/4/2022,2,1,3,20,casual,22,4.99,1.56,109.78,75.46000000000001
25/4/2022,2,1,3,21,casual,27,4.99,1.56,134.73000000000002,92.61000000000001
25/4/2022,2,1,3,22,casual,22,4.99,1.56,109.78,75.46000000000001
25/4/2022,2,1,3,23,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
26/4/2022,2,1,4,0,casual,1,4.99,1.56,4.99,3.43
26/4/2022,2,1,4,1,casual,1,4.99,1.56,4.99,3.43
26/4/2022,2,1,4,2,casual,3,4.99,1.56,14.97,10.290000000000001
26/4/2022,2,1,4,3,casual,1,4.99,1.56,4.99,3.43
26/4/2022,2,1,4,4,casual,1,4.99,1.56,4.99,3.43
26/4/2022,2,1,4,5,casual,0,4.99,1.56,0.0,0.0
26/4/2022,2,1,4,6,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
26/4/2022,2,1,4,7,casual,3,4.99,1.56,14.97,10.290000000000001
26/4/2022,2,1,4,8,casual,4,4.99,1.56,19.96,13.72
26/4/2022,2,1,4,9,casual,12,4.99,1.56,59.88,41.160000000000004
26/4/2022,2,1,4,10,casual,14,4.99,1.56,69.86,48.019999999999996
26/4/2022,2,1,4,11,casual,16,4.99,1.56,79.84,54.88
26/4/2022,2,1,4,12,casual,24,4.99,1.56,119.76,82.32000000000001
26/4/2022,2,1,4,13,casual,19,4.99,1.56,94.81,65.17
26/4/2022,2,1,4,14,casual,37,4.99,1.56,184.63,126.91
26/4/2022,2,1,4,15,casual,39,4.99,1.56,194.61,133.77
26/4/2022,2,1,4,16,casual,37,4.99,1.56,184.63,126.91
26/4/2022,2,1,4,17,casual,49,4.99,1.56,244.51000000000002,168.07000000000002
26/4/2022,2,1,4,18,casual,75,4.99,1.56,374.25,257.25
26/4/2022,2,1,4,19,casual,57,4.99,1.56,284.43,195.51
26/4/2022,2,1,4,20,casual,23,4.99,1.56,114.77000000000001,78.89000000000001
26/4/2022,2,1,4,21,casual,28,4.99,1.56,139.72,96.03999999999999
26/4/2022,2,1,4,22,casual,20,4.99,1.56,99.80000000000001,68.60000000000001
26/4/2022,2,1,4,23,casual,6,4.99,1.56,29.94,20.580000000000002
27/4/2022,2,1,5,0,casual,12,4.99,1.56,59.88,41.160000000000004
27/4/2022,2,1,5,1,casual,3,4.99,1.56,14.97,10.290000000000001
27/4/2022,2,1,5,2,casual,4,4.99,1.56,19.96,13.72
27/4/2022,2,1,5,3,casual,1,4.99,1.56,4.99,3.43
27/4/2022,2,1,5,4,casual,0,4.99,1.56,0.0,0.0
27/4/2022,2,1,5,5,casual,0,4.99,1.56,0.0,0.0
27/4/2022,2,1,5,6,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
27/4/2022,2,1,5,7,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
27/4/2022,2,1,5,8,casual,17,4.99,1.56,84.83,58.31
27/4/2022,2,1,5,9,casual,42,4.99,1.56,209.58,144.06
27/4/2022,2,1,5,10,casual,64,4.99,1.56,319.36,219.52
27/4/2022,2,1,5,11,casual,47,4.99,1.56,234.53,161.20999999999998
27/4/2022,2,1,5,12,casual,63,4.99,1.56,314.37,216.09
27/4/2022,2,1,5,13,casual,94,4.99,1.56,469.06,322.41999999999996
27/4/2022,2,1,5,14,casual,94,4.99,1.56,469.06,322.41999999999996
27/4/2022,2,1,5,15,casual,101,4.99,1.56,503.99,346.43
27/4/2022,2,1,5,16,casual,105,4.99,1.56,523.95,360.15000000000003
27/4/2022,2,1,5,17,casual,89,4.99,1.56,444.11,305.27
27/4/2022,2,1,5,18,casual,94,4.99,1.56,469.06,322.41999999999996
27/4/2022,2,1,5,19,casual,62,4.99,1.56,309.38,212.66
27/4/2022,2,1,5,20,casual,49,4.99,1.56,244.51000000000002,168.07000000000002
27/4/2022,2,1,5,21,casual,23,4.99,1.56,114.77000000000001,78.89000000000001
27/4/2022,2,1,5,22,casual,24,4.99,1.56,119.76,82.32000000000001
27/4/2022,2,1,5,23,casual,11,4.99,1.56,54.89,37.730000000000004
28/4/2022,2,1,6,0,casual,4,4.99,1.56,19.96,13.72
28/4/2022,2,1,6,1,casual,7,4.99,1.56,34.93,24.009999999999998
28/4/2022,2,1,6,2,casual,8,4.99,1.56,39.92,27.44
28/4/2022,2,1,6,3,casual,3,4.99,1.56,14.97,10.290000000000001
28/4/2022,2,1,6,4,casual,0,4.99,1.56,0.0,0.0
28/4/2022,2,1,6,5,casual,2,4.99,1.56,9.98,6.86
28/4/2022,2,1,6,6,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
28/4/2022,2,1,6,7,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
28/4/2022,2,1,6,8,casual,24,4.99,1.56,119.76,82.32000000000001
28/4/2022,2,1,6,9,casual,45,4.99,1.56,224.55,154.35000000000002
28/4/2022,2,1,6,10,casual,60,4.99,1.56,299.40000000000003,205.8
28/4/2022,2,1,6,11,casual,96,4.99,1.56,479.04,329.28000000000003
28/4/2022,2,1,6,12,casual,105,4.99,1.56,523.95,360.15000000000003
28/4/2022,2,1,6,13,casual,120,4.99,1.56,598.8000000000001,411.6
28/4/2022,2,1,6,14,casual,147,4.99,1.56,733.5300000000001,504.21000000000004
28/4/2022,2,1,6,15,casual,148,4.99,1.56,738.52,507.64
28/4/2022,2,1,6,16,casual,132,4.99,1.56,658.6800000000001,452.76000000000005
28/4/2022,2,1,6,17,casual,98,4.99,1.56,489.02000000000004,336.14000000000004
28/4/2022,2,1,6,18,casual,17,4.99,1.56,84.83,58.31
28/4/2022,2,1,6,19,casual,29,4.99,1.56,144.71,99.47
28/4/2022,2,1,6,20,casual,21,4.99,1.56,104.79,72.03
28/4/2022,2,1,6,21,casual,12,4.99,1.56,59.88,41.160000000000004
28/4/2022,2,1,6,22,casual,17,4.99,1.56,84.83,58.31
28/4/2022,2,1,6,23,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
29/4/2022,2,1,0,0,casual,0,4.99,1.56,0.0,0.0
29/4/2022,2,1,0,1,casual,5,4.99,1.56,24.950000000000003,17.150000000000002
29/4/2022,2,1,0,2,casual,4,4.99,1.56,19.96,13.72
29/4/2022,2,1,0,3,casual,2,4.99,1.56,9.98,6.86
29/4/2022,2,1,0,4,casual,0,4.99,1.56,0.0,0.0
29/4/2022,2,1,0,5,casual,0,4.99,1.56,0.0,0.0
29/4/2022,2,1,0,6,casual,1,4.99,1.56,4.99,3.43
29/4/2022,2,1,0,7,casual,7,4.99,1.56,34.93,24.009999999999998
29/4/2022,2,1,0,8,casual,26,4.99,1.56,129.74,89.18
29/4/2022,2,1,0,9,casual,52,4.99,1.56,259.48,178.36
29/4/2022,2,1,0,10,casual,127,4.99,1.56,633.73,435.61
29/4/2022,2,1,0,11,casual,128,4.99,1.56,638.72,439.04
29/4/2022,2,1,0,12,casual,223,4.99,1.56,1112.77,764.89
29/4/2022,2,1,0,13,casual,226,4.99,1.56,1127.74,775.1800000000001
29/4/2022,2,1,0,14,casual,281,4.99,1.56,1402.19,963.83
29/4/2022,2,1,0,15,casual,279,4.99,1.56,1392.21,956.97
29/4/2022,2,1,0,16,casual,240,4.99,1.56,1197.6000000000001,823.2
29/4/2022,2,1,0,17,casual,188,4.99,1.56,938.12,644.8399999999999
29/4/2022,2,1,0,18,casual,164,4.99,1.56,818.36,562.52
29/4/2022,2,1,0,19,casual,128,4.99,1.56,638.72,439.04
29/4/2022,2,1,0,20,casual,45,4.99,1.56,224.55,154.35000000000002
29/4/2022,2,1,0,21,casual,65,4.99,1.56,324.35,222.95000000000002
29/4/2022,2,1,0,22,casual,23,4.99,1.56,114.77000000000001,78.89000000000001
29/4/2022,2,1,0,23,casual,15,4.99,1.56,74.85000000000001,51.45
30/4/2022,2,1,1,0,casual,12,4.99,1.56,59.88,41.160000000000004
30/4/2022,2,1,1,1,casual,9,4.99,1.56,44.910000000000004,30.870000000000005
30/4/2022,2,1,1,2,casual,3,4.99,1.56,14.97,10.290000000000001
30/4/2022,2,1,1,3,casual,0,4.99,1.56,0.0,0.0
30/4/2022,2,1,1,4,casual,0,4.99,1.56,0.0,0.0
30/4/2022,2,1,1,5,casual,1,4.99,1.56,4.99,3.43
30/4/2022,2,1,1,6,casual,2,4.99,1.56,9.98,6.86
30/4/2022,2,1,1,7,casual,6,4.99,1.56,29.94,20.580000000000002
30/4/2022,2,1,1,8,casual,17,4.99,1.56,84.83,58.31
30/4/2022,2,1,1,9,casual,29,4.99,1.56,144.71,99.47
30/4/2022,2,1,1,10,casual,41,4.99,1.56,204.59,140.63
30/4/2022,2,1,1,11,casual,52,4.99,1.56,259.48,178.36
30/4/2022,2,1,1,12,casual,45,4.99,1.56,224.55,154.35000000000002
30/4/2022,2,1,1,13,casual,48,4.99,1.56,239.52,164.64000000000001
30/4/2022,2,1,1,14,casual,56,4.99,1.56,279.44,192.07999999999998
30/4/2022,2,1,1,15,casual,55,4.99,1.56,274.45,188.64999999999998
30/4/2022,2,1,1,16,casual,44,4.99,1.56,219.56,150.92000000000002
30/4/2022,2,1,1,17,casual,66,4.99,1.56,329.34000000000003,226.38000000000002
30/4/2022,2,1,1,18,casual,53,4.99,1.56,264.47,181.79000000000002
30/4/2022,2,1,1,19,casual,51,4.99,1.56,254.49,174.93
30/4/2022,2,1,1,20,casual,28,4.99,1.56,139.72,96.03999999999999
30/4/2022,2,1,1,21,casual,26,4.99,1.56,129.74,89.18
30/4/2022,2,1,1,22,casual,11,4.99,1.56,54.89,37.730000000000004
30/4/2022,2,1,1,23,casual,10,4.99,1.56,49.900000000000006,34.300000000000004
1/5/2022,2,1,2,0,casual,7,4.99,1.56,34.93,24.009999999999998
1/5/2022,2,1,2,1,casual,0,4.99,1.56,0.0,0.0
1/5/2022,2,1,2,2,casual,1,4.99,1.56,4.99,3.43
1/5/2022,2,1,2,3,casual,1,4.99,1.56,4.99,3.43
1/5/2022,2,1,2,4,casual,1,4.99,1.56,4.99,3.43
1/5/2022,2,1,2,5,casual,0,4.99,1.56,0.0,0.0
1/5/2022,2,1,2,6,casual,2,4.99,1.56,9.98,6.86
1/5/2022,2,1,2,7,casual,8,4.99,1.56,39.92,27.44
1/5/2022,2,1,2,8,casual,19,4.99,1.56,94.81,65.17
1/5/2022,2,1,2,9,casual,18,4.99,1.56,89.82000000000001,61.74000000000001
1/5/2022,2,1,2,10,casual,30,4.99,1.56,149.70000000000002,102.9
1/5/2022,2,1,2,11,casual,50,4.99,1.56,249.5,171.5
1/5/2022,2,1,2,12,casual,41,4.99,1.56,204.59,140.63
1/5/2022,2,1,2,13,casual,41,4.99,1.56,204.59,140.63
1/5/2022,2,1,2,14,casual,37,4.99,1.56,184.63,126.91
1/5/2022,2,1,2,15,casual,48,4.99,1.56,239.52,164.64000000000001
1/5/2022,2,1,2,16,casual,41,4.99,1.56,204.59,140.63
1/5/2022,2,1,2,17,casual,65,4.99,1.56,324.35,222.95000000000002
1/5/2022,2,1,2,18,casual,81,4.99,1.56,404.19,277.83
1/5/2022,2,1,2,19,casual,58,4.99,1.56,289.42,198.94
1/5/2022,2,1,2,20,casual,36,4.99,1.56,179.64000000000001,123.48000000000002
1/5/2022,2,1,2,21,casual,31,4.99,1.56,154.69,106.33
1/5/2022,2,1,2,22,casual,21,4.99,1.56,104.79,72.03
1/5/2022,2,1,2,23,casual,16,4.99,1.56,79.84,54.88
2/5/2022,2,1,3,0,casual,4,4.99,1.56,19.96,13.72
2/5/2022,2,1,3,1,casual,8,4.99,1.56,39.92,27.44
2/5/2022,2,1,3,2,casual,7,4.99,1.56,34.93,24.009999999999998
2/5/2022,2,1,3,3,casual,0,4.99,1.56,0.0,0.0
2/5/2022,2,1,3,4,casual,2,4.99,1.56,9.98,6.86
2/5/2022,2,1,3,5,casual,2,4.99,1.56,9.98,6.86
2/5/2022,2,1,3,6,casual,3,4.99,1.56,14.97,10.290000000000001
2/5/2022,2,1,3,7,casual,14,4.99,1.56,69.86,48.019999999999996
2/5/2022,2,1,3,8,casual,26,4.99,1.56,129.74,89.18
2/5/2022,2,1,3,9,casual,26,4.99,1.56,129.74,89.18
2/5/2022,2,1,3,10,casual,28,4.99,1.56,139.72,96.03999999999999
2/5/2022,2,1,3,11,casual,39,4.99,1.56,194.61,133.77
2/5/2022,2,1,3,12,casual,35,4.99,1.56,174.65,120.05000000000001
2/5/2022,2,1,3,13,casual,49,4.99,1.56,244.51000000000002,168.07000000000002
2/5/2022,2,1,3,14,casual,51,4.99,1.56,254.49,174.93
2/5/2022,2,1,3,15,casual,52,4.99,1.56,259.48,178.36
2/5/2022,2,1,3,16,casual,54,4.99,1.56,269.46000000000004,185.22000000000003
